loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type,fully_missing_test_col
L100003,6,2023-09-01,2023-03-01,6,174,150000.0,146728.53,,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,delinquent_30_60,30,0,0,0,,2023-09-01,LOS1,complete,0,1,0,0,delinquent,0,,
L100003,7,2023-10-01,2023-03-01,7,173,150000.0,145994.88,6.509,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,current,0,0,0,0,,2023-10-02,LOS1,pending,0,0,1,0,current,0,,
L100003,8,2023-11-01,2023-03-01,8,172,150000.0,145264.91,6.509,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,current,0,0,0,0,,2023-11-05,LOS2,complete,0,0,0,0,current,0,,
L100003,9,2023-12-01,2023-03-01,9,171,150000.0,144538.59,6.509,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,current,0,0,0,0,,2023-12-02,LOS2,complete,1,0,0,0,current,0,,
L100003,10,2024-01-01,2023-03-01,10,170,150000.0,143815.89,6.509,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,current,0,0,0,0,,2024-01-03,LOS2,complete,0,0,0,0,current,0,,
L100003,11,2024-02-01,2023-03-01,11,169,150000.0,143672.08,,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,delinquent_30_60,30,0,0,0,,2024-02-05,LOS1,complete,1,1,0,0,delinquent,0,,
L100003,12,2024-03-01,2023-03-01,12,168,150000.0,142953.72,6.509,700-740,95+,50+,FL,purchase,primary,single_family,ServicerD,current,0,0,0,0,,2024-03-02,LOS1,complete,0,1,0,0,current,0,,
L100004,1,2024-01-01,2023-12-01,1,179,200000.0,199800.0,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,delinquent_90_plus,90,0,0,0,,2024-01-02,ServicerFeed,complete,0,1,0,0,delinquent,0,,
L100004,2,2024-02-01,2023-12-01,2,178,200000.0,199600.2,,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,delinquent_30_60,60,0,0,0,,2024-02-04,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100004,3,2024-03-01,2023-12-01,3,177,200000.0,199400.6,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,delinquent_30_60,30,0,0,0,,2024-03-03,LOS1,complete,0,0,0,0,delinquent,0,,
L100004,4,2024-04-01,2023-12-01,4,176,200000.0,198403.6,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-04-05,LOS1,complete,0,0,0,0,current,0,,
L100004,5,2024-05-01,2023-12-01,5,175,200000.0,197411.58,,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-05-01,LOS2,complete,0,0,0,0,current,0,,
L100004,6,2024-06-01,2023-12-01,6,174,200000.0,196424.52,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-06-04,LOS2,complete,0,0,1,0,current,0,,
L100004,7,2024-07-01,2023-12-01,7,173,200000.0,195442.4,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-07-03,LOS2,complete,0,0,0,0,current,0,,
L100004,8,2024-08-01,2023-12-01,8,172,200000.0,194465.19,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-08-01,LOS1,complete,0,0,0,0,current,0,,
L100004,9,2024-09-01,2023-12-01,9,171,200000.0,193492.86,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-09-02,LOS1,complete,0,0,0,0,current,0,,
L100004,10,2024-10-01,2023-12-01,10,170,200000.0,192525.4,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-10-05,LOS2,complete,0,0,0,0,current,0,,
L100004,11,2024-11-01,2023-12-01,11,169,200000.0,192332.87,6.498,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,delinquent_30_60,30,0,0,0,,2024-11-03,ServicerFeed,complete,0,0,0,0,delinquent,0,,
L100004,12,2024-12-01,2023-12-01,12,168,200000.0,-191371.21,,700-740,90-95,30-36,CA,purchase,primary,condo,ServicerA,current,0,0,0,0,,2024-12-01,ServicerFeed,missing,0,0,0,0,current,1,negative_balance,
L100006,1,2023-09-01,2023-08-01,1,359,300000.0,298500.0,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2023-09-01,ServicerFeed,complete,1,0,0,0,current,0,,
L100006,2,2023-10-01,2023-08-01,2,358,300000.0,297007.5,,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2023-10-05,LOS2,complete,0,0,0,0,current,0,,
L100006,3,2023-11-01,2023-08-01,3,357,300000.0,295522.46,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2023-11-03,LOS2,complete,0,0,0,0,current,0,,
L100006,4,2023-12-01,2023-08-01,4,356,300000.0,294044.85,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2023-12-03,LOS2,complete,0,0,0,0,current,0,,
L100006,5,2024-01-01,2023-08-01,5,355,300000.0,292574.63,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-01-03,LOS1,complete,1,0,0,0,current,0,,
L100006,6,2024-02-01,2023-08-01,6,354,300000.0,291111.75,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-02-03,LOS1,complete,0,0,0,0,current,0,,
L100006,7,2024-03-01,2023-08-01,7,353,300000.0,289656.19,,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-03-05,LOS2,complete,0,0,1,0,current,0,,
L100006,8,2024-04-01,2023-08-01,8,352,300000.0,288207.91,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-04-05,LOS1,complete,0,0,0,0,current,0,,
L100006,9,2024-05-01,2023-08-01,9,351,300000.0,286766.87,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-05-01,LOS1,complete,0,0,0,0,current,0,,
L100006,10,2024-06-01,2023-08-01,10,350,300000.0,285333.04,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-06-05,LOS2,complete,0,0,0,0,current,0,,
L100006,11,2024-07-01,2023-08-01,11,349,300000.0,283906.37,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-07-05,LOS1,complete,0,0,1,0,current,0,,
L100006,12,2024-08-01,2023-08-01,12,348,300000.0,282486.84,8.177,660-700,90-95,36-43,FL,purchase,primary,multi_family,ServicerB,current,0,0,0,0,,2024-08-05,LOS2,pending,0,0,0,0,current,0,,
L100007,1,2024-01-01,2023-12-01,1,359,350000.0,348250.0,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-01-02,ServicerFeed,complete,0,0,0,0,current,0,,
L100007,2,2024-02-01,2023-12-01,2,358,350000.0,346508.75,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-02-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100007,3,2024-03-01,2023-12-01,3,357,350000.0,344776.21,5.672,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-03-03,LOS1,complete,0,0,0,0,current,0,,
L100007,4,2024-04-01,2023-12-01,4,356,350000.0,343052.33,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-04-05,LOS1,missing,0,0,0,0,current,0,,
L100007,5,2024-05-01,2023-12-01,5,355,350000.0,341337.06,5.672,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-05-01,LOS1,complete,0,0,0,0,current,0,,
L100007,6,2024-06-01,2023-12-01,6,354,350000.0,339630.38,5.672,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-06-04,LOS2,pending,0,0,0,0,current,0,,
L100007,7,2024-07-01,2023-12-01,7,353,350000.0,337932.23,5.672,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-07-02,LOS1,complete,0,0,0,0,current,0,,
L100007,8,2024-08-01,2023-12-01,8,352,350000.0,336242.57,5.672,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-08-02,LOS1,complete,0,0,0,0,current,0,,
L100007,9,2024-09-01,2023-12-01,9,351,350000.0,525000.0,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-09-05,ServicerFeed,complete,0,0,0,0,current,1,balance_increase_anomaly,
L100007,10,2024-10-01,2023-12-01,10,350,350000.0,522375.0,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-10-01,LOS1,complete,0,0,0,0,current,0,,
L100007,11,2024-11-01,2023-12-01,11,349,350000.0,519763.12,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-11-01,LOS2,complete,0,0,0,0,current,0,,
L100007,12,2024-12-01,2023-12-01,12,348,350000.0,517164.31,,700-740,70-80,50+,CA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-12-05,LOS1,missing,0,1,0,0,current,0,,
L100008,1,2023-03-01,2023-02-01,1,239,200000.0,199000.0,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-03-03,LOS1,complete,0,0,0,0,current,0,,
L100008,2,2023-04-01,2023-02-01,2,238,200000.0,198005.0,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-04-05,ServicerFeed,complete,1,0,0,0,current,0,,
L100008,3,2023-05-01,2023-02-01,3,237,200000.0,197014.98,,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-05-03,LOS1,pending,0,0,0,0,current,1,missing_rate,
L100008,4,2023-06-01,2023-02-01,4,236,200000.0,196029.9,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-06-03,LOS1,complete,0,0,0,0,current,0,,
L100008,5,2023-07-01,2023-02-01,5,235,200000.0,195049.75,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-07-05,LOS1,complete,0,0,0,0,current,0,,
L100008,6,2023-08-01,2023-02-01,6,234,200000.0,194074.5,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-08-02,ServicerFeed,complete,0,0,0,0,current,0,,
L100008,7,2023-09-01,2023-02-01,7,233,200000.0,193104.13,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-09-03,ServicerFeed,complete,1,0,0,0,current,0,,
L100008,8,2023-10-01,2023-02-01,8,232,200000.0,192138.61,,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-10-04,LOS1,complete,0,0,0,0,current,0,,
L100008,9,2023-11-01,2023-02-01,9,231,200000.0,191177.92,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-11-03,LOS2,complete,0,0,0,0,current,0,,
L100008,10,2023-12-01,2023-02-01,10,230,200000.0,-190222.03,,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,current,0,0,0,0,,2023-12-03,ServicerFeed,complete,0,0,1,0,current,1,negative_balance,
L100008,11,2024-01-01,2023-02-01,11,229,200000.0,0.0,6.7,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,delinquent_30_60,60,0,0,0,,2024-01-04,LOS1,missing,0,0,0,0,delinquent,0,,
L100008,12,2024-02-01,2023-02-01,12,228,200000.0,0.0,,740-780,80-90,20-30,TX,purchase,primary,multi_family,ServicerD,delinquent_30_60,30,0,0,0,,2024-02-01,LOS1,missing,0,0,0,0,delinquent,0,,
L100009,1,2023-11-01,2023-10-01,1,239,400000.0,398000.0,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2023-11-03,ServicerFeed,complete,0,0,0,0,current,0,,
L100009,2,2023-12-01,2023-10-01,2,238,400000.0,396010.0,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2023-12-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100009,3,2024-01-01,2023-10-01,3,237,400000.0,394029.95,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-01-03,LOS1,complete,0,0,0,0,current,0,,
L100009,4,2024-02-01,2023-10-01,4,236,400000.0,392059.8,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-02-04,ServicerFeed,complete,0,0,0,0,current,0,,
L100009,5,2024-03-01,2023-10-01,5,235,400000.0,390099.5,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-03-02,LOS1,complete,0,0,0,0,current,0,,
L100009,6,2024-04-01,2023-10-01,6,234,400000.0,388149.0,,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-04-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100009,7,2024-05-01,2023-10-01,7,233,400000.0,386208.26,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-05-02,LOS2,complete,0,0,0,0,current,0,,
L100009,8,2024-06-01,2023-10-01,8,232,400000.0,384277.22,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-06-03,LOS2,complete,0,0,0,0,current,0,,
L100009,9,2024-07-01,2023-10-01,9,231,400000.0,-382355.83,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-07-03,ServicerFeed,complete,0,1,0,0,current,1,negative_balance,
L100009,10,2024-08-01,2023-10-01,10,230,400000.0,0.0,7.091,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-08-01,ServicerFeed,missing,0,0,0,0,current,0,,
L100009,11,2024-09-01,2023-10-01,11,229,400000.0,0.0,,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-09-04,LOS1,complete,0,0,0,0,current,0,,
L100009,12,2024-10-01,2023-10-01,12,228,400000.0,0.0,,660-700,60-70,<20,NC,refinance,primary,single_family,ServicerC,current,0,0,0,0,,2024-10-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100010,1,2023-03-01,2023-02-01,1,239,300000.0,298500.0,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-03-05,LOS1,complete,0,1,0,0,current,0,,
L100010,2,2023-04-01,2023-02-01,2,238,300000.0,297007.5,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-04-04,LOS1,complete,0,0,0,0,current,0,,
L100010,3,2023-05-01,2023-02-01,3,237,300000.0,295522.46,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-05-04,ServicerFeed,complete,0,0,0,0,current,0,,
L100010,4,2023-06-01,2023-02-01,4,236,300000.0,294044.85,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-06-04,ServicerFeed,complete,0,0,0,0,current,0,,
L100010,5,2023-07-01,2023-02-01,5,235,300000.0,292574.63,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,current,0,0,0,0,,2023-07-03,LOS1,complete,0,0,0,0,current,0,,
L100010,6,2023-08-01,2023-02-01,6,234,300000.0,292574.63,5.749,740-780,95+,20-30,TX,purchase,second_home,single_family,ServicerB,prepaid,0,0,1,0,,2023-08-05,LOS2,missing,0,0,0,0,prepaid,0,,
L100012,1,2023-02-01,2023-01-01,1,179,350000.0,525000.0,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-02-04,LOS1,complete,0,0,0,0,current,1,balance_increase_anomaly,
L100012,2,2023-03-01,2023-01-01,2,178,350000.0,522375.0,,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-03-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100012,3,2023-04-01,2023-01-01,3,177,350000.0,519763.12,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-04-02,LOS1,complete,1,0,0,0,current,0,,
L100012,4,2023-05-01,2023-01-01,4,176,350000.0,517164.31,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-05-05,LOS2,missing,0,0,0,0,current,0,,
L100012,5,2023-06-01,2023-01-01,5,175,350000.0,514578.49,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-06-05,LOS2,complete,0,0,0,0,current,0,,
L100012,6,2023-07-01,2023-01-01,6,174,350000.0,512005.6,,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-07-04,LOS1,complete,0,0,0,0,current,0,,
L100012,7,2023-08-01,2023-01-01,7,173,350000.0,509445.57,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-08-03,LOS1,complete,0,0,0,0,current,0,,
L100012,8,2023-09-01,2023-01-01,8,172,350000.0,506898.34,,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-09-01,ServicerFeed,complete,0,0,0,0,current,0,,
L100012,9,2023-10-01,2023-01-01,9,171,350000.0,504363.85,,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-10-02,LOS2,complete,0,0,0,0,current,0,,
L100012,10,2023-11-01,2023-01-01,10,170,350000.0,501842.03,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-11-05,LOS2,missing,0,0,0,0,current,0,,
L100012,11,2023-12-01,2023-01-01,11,169,350000.0,499332.82,,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-12-04,LOS1,complete,0,1,1,0,current,0,,
L100012,12,2024-01-01,2023-01-01,12,168,350000.0,496836.15,6.075,600-660,<60,36-43,OH,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2024-01-03,ServicerFeed,complete,0,0,0,0,current,0,,
L100013,1,2023-03-01,2023-02-01,1,179,250000.0,248750.0,,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-03-04,LOS1,complete,0,0,0,0,current,0,,
L100013,2,2023-04-01,2023-02-01,2,178,250000.0,247506.25,,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-04-05,ServicerFeed,complete,0,0,0,0,current,0,,
L100013,3,2023-05-01,2023-02-01,3,177,250000.0,246268.72,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-05-02,LOS2,complete,0,0,0,0,current,0,,
L100013,4,2023-06-01,2023-02-01,4,176,250000.0,245037.38,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-06-05,LOS1,complete,1,0,0,0,current,0,,
L100013,5,2023-07-01,2023-02-01,5,175,250000.0,243812.19,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-07-01,LOS2,complete,0,0,0,0,current,0,,
L100013,6,2023-08-01,2023-02-01,6,174,250000.0,242593.13,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-08-03,LOS2,pending,0,0,0,0,current,0,,
L100013,7,2023-09-01,2023-02-01,7,173,250000.0,241380.16,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,current,0,0,0,0,,2023-09-05,LOS1,complete,0,1,0,0,current,0,,
L100013,8,2023-10-01,2023-02-01,8,172,250000.0,241138.78,7.044,600-660,95+,<20,GA,purchase,primary,single_family,ServicerA,delinquent_90_plus,90,1,0,0,,2023-10-03,LOS1,complete,0,0,0,0,delinquent,0,,
